Issue Date	Destination	Ship name	Ship nationality	Sailing	Merchant	Count	Unit	Commodity
1906-05-31	Genoa				Kafr-Zayat Cotton Co.	4,580		oil cake
1906-05-31	Genoa				L. A. Johnson	4,454	bags	onions
1906-05-31	Genoa				C. Parissis	890	bags	onions
1906-05-31	Genoa				N. E. Tamvaco	351	bags	onions
1906-05-31	Genoa				Behrend & Co.	326	bags	onions
1906-05-31	Genoa				Hadjes & Co.	91		dry hides
1906-05-31	Genoa				A. Arbib & Sons	49		dry hides
1906-05-31	Genoa				E. Ghellini & Co.	1		dry hides
1906-05-31	Genoa				J. L. Levy	25		dry hides
1906-05-31	Genoa				G. Brach & Co.	21		dry hides
1906-05-31	Genoa				Behrend & Co.	250	bags	sugar
1906-05-31	Genoa				Egyptian Salt & Soda Co. Ltd	50	barrels	oil
1906-05-31	Genoa				Lambert & Ralli	51		empty bags
1906-05-31	Genoa				Anglo-Egyptian Bank Ltd.	24	bags	gum
1906-05-31	Genoa				Various	605	packages	sundries
1906-05-31	Genoa				Joseph Hanna	1,096	bags	onions
1906-05-31	Genoa				L. Onofrio	750	bags	onions
1906-05-31	Genoa				E. Enou	79	bags	onions
1906-05-31	Genoa				A. Panzieri	60	bags	onions
1906-05-31	Genoa				H. Fargah	234	bags	onions
1906-05-31	Genoa				Tadros Ghirghis & Son	2,590	bags	onions
1906-05-31	Genoa				Bustros & Huri	489	bags	onions
1906-05-31	Genoa				Kafr-Zayat Cotton Co.	3,773	bags	oil cake
1906-05-31	Genoa				Schneider & Rothacker	46	bales	wool
1906-05-31	Genoa				Holz & Co.	118	bales	wool
1906-05-31	Genoa				Anglo-Egyptian Bank Ltd.	123	bales	wool
1906-05-31	Genoa				Various	17	cases	cigarettes
1906-05-31	Genoa				H. Zayat & Co.	37	bags	pears
1906-05-31	Genoa				Various	289	packages	sundries
1906-05-31	Genoa				Carver Bros. & Co. Ltd.	372	ardebs	beans
1906-05-31	Genoa				Anglo-Egyptian Bank Ltd.	36	bags	gum
1906-05-31	Genoa				Behor Barki	356	bales	cotton
1906-05-31	Genoa				G. Frauger & Co.	170	bales	cotton
1906-05-31	Genoa				B. J. Coury & Co.	25	bales	cotton
1906-05-31	Genoa				J. Planta & Co.	358	bales	cotton
1906-05-31	Genoa				G. Riecken	151	bales	cotton
1906-05-31	Genoa				E. Mallison & Co.	50	bales	cotton
1906-05-31	Genoa				C. A.	96	bales	cotton
1906-05-31	Genoa				Mohr & Fenderl	94	bales	cotton
1906-05-31	Genoa				Carver Bros. & Co. Ltd.	114	bales	cotton
1906-05-31	Genoa				Adel Reghib Abdel Rahman	20	bales	cotton
1906-05-31	Genoa				Bustros & Huri	55	bales	cotton
1906-05-31	Genoa				Choremi, Benachi & Co.	65	bales	cotton
1906-05-31	Genoa				Bank of Egypt Ltd.	118	bales	cotton
1906-05-31	Genoa				Bank of Egypt Ltd.	1,672	bales	cotton
1906-05-31	Genoa				Kafr-Zayat Cotton Co.	500	tons	oil cake
1906-05-31	Genoa				Egypt. Bank	500	bags	cotton seed
1906-05-31	Genoa				Barker & Co.	950	bags	cotton seed
1906-05-31	Genoa				Bustros & Huri	4,650	bags	onions
1906-05-31	Genoa				H. Deff	1,200	bags	onions
1906-05-31	Genoa				E. Mallison & Co.	50	bales	cotton
1906-05-31	Genoa				Botton Bortolotti & Co.	100	bales	cotton
1906-05-31	Genoa				Botton Bortolotti & Co.	150	bales	cotton
1906-07-20	Genoa				J. Planta & Co.	62	bales	cotton
1906-07-20	Genoa				Choremi, Benachi & Co.	60	bales	cotton
1906-07-20	Genoa				F. C. Baines & Co.	31	bales	cotton
1906-07-20	Genoa				Adolf Hess & Co.	33	bales	cotton
1906-07-20	Genoa				Mohr & Fenderl	219	bales	cotton
1906-07-20	Genoa				Carver Bros. & Co. Ltd.	61	bales	cotton
1906-07-20	Genoa				R. & O. Lindemann	70	bales	cotton
1906-07-20	Genoa				R. & O. Lindemann	536	bales	cotton
1906-07-20	Genoa				Carver Bros. & Co. Ltd.	310	bales	cotton
1906-07-20	Genoa				Choremi, Benachi & Co.	25	bales	cotton
1906-07-20	Genoa				G. Frauger & Co.	150	bales	cotton
1906-07-20	Genoa				Mohr & Fenderl	185	bales	cotton
1906-07-20	Genoa				G. Riecken	185	bales	cotton
1906-07-20	Genoa				F. C. Baines & Co.	25	bales	cotton
1906-07-20	Genoa				E. Mallison & Co.	50	bales	cotton
1906-07-20	Genoa				R. & O. Lindemann	50	bales	cotton
1906-07-20	Genoa				Moursi Bros.	100	bales	cotton
1906-07-20	Genoa				Peel & Co.	2,014	bales	cotton
1906-07-20	Genoa				Peel & Co.	3,094	bales	cotton
1905-09-20	Genoa				E. Toriel & fils	44	bales	cotton
1905-09-20	Genoa				Cattaui Bros. & Co.	106	bales	cotton
1905-09-20	Genoa				Walker & Meimarachi Ltd	300		empty casks
1905-09-20	Genoa				E. Barber & Son	71		empty casks
1905-09-20	Genoa				John B. Caffari	173		empty casks
1905-09-20	Genoa				M. L. Carasso	1	cases	cigarettes
1905-09-20	Genoa				N. Soussa Bros.	1	cases	cigarettes
1905-09-20	Genoa				Alexandria Bonded Warehouse	1	cases	cigarettes
1905-09-20	Genoa				B. Hazan & Co.	3	cases	cigarettes
1905-09-20	Genoa				C. N. Tocos & Co.	1	cases	cigarettes
1905-09-20	Genoa				Sucreries & Raff. d'Egypte	2000	bags	sugar
1905-09-20	Genoa				John B. Caffari	5	packages	tobacco
1905-09-20	Genoa				E. Hatoun	3	cases	curios
1905-09-20	Genoa				Mrs. Richmond	3	packages	effects
1905-09-20	Genoa				A. B. Burns	2	packages	effects
1905-09-20	Genoa				W. Snow Esq.	6	packages	effects
1905-09-20	Genoa				Thos. Cook & Son	7	packages	effects
1905-09-20	Genoa				C. H. Baldwin	12	packages	effects
1905-09-20	Genoa				J. Setton & Co.	2	cases	furniture
1905-09-20	Genoa				Various	11	packages	sundries
1906-05-28	Genoa				Vasdeki Bros.	200	baskets	tomatoes
1906-05-28	Genoa				Stefano Sigalas	171	baskets	tomatoes
1906-05-28	Genoa				Eredi Albertini	922		empty barrels
1906-05-28	Genoa				P. Trefilli	60	baskets	tomatoes
1906-05-28	Genoa				A. Dreher	300		empty barrels
1906-05-28	Genoa				J. Iglich	59	baskets	tomatoes
1906-05-28	Genoa				P. M. Statira	35	bales	skins
1906-05-28	Genoa				P. A. Rombotti	15	bales	skins
1906-05-28	Genoa				Deposito Birra di Graz	760		empty barrels
1906-05-28	Genoa				A. L. Monferrato	210		empty barrels
1906-05-28	Genoa				Mohamed Dahin	55	baskets	tomatoes
1906-05-28	Genoa				R. Delia	241	baskets	tomatoes
1906-05-28	Genoa				S. Levy	200	baskets	tomatoes
1906-05-28	Genoa				P. P. Buhagiar Bros.	60	baskets	tomatoes
1906-05-28	Genoa				Gius. Buhagiar	30	baskets	tomatoes
1906-05-28	Genoa				Various	155	packages	sundries
1906-05-28	Genoa				G. D. Kaniskeri	7,990	bags	onions
1906-05-28	Genoa				Banca Mobiliare	2,991	bags	onions
1906-05-28	Genoa				Griva Bros.	1,946	bags	onions
1906-05-28	Genoa				S. G. Violara	1,847	bags	onions
1906-05-28	Genoa				A. Grioni	895	bags	onions
1906-05-28	Genoa				C. Parissis	1,000	bags	onions
1906-05-28	Genoa				A. Apostolou	1,000	bags	onions
1906-05-28	Genoa				C. Constantinidis	1,000	bags	onions
1906-05-28	Genoa				Hassan Deghem	1,000	bags	onions
1906-05-28	Genoa				Adolf Hess & Co.	279	bags	onions
1906-05-28	Genoa				Vasdeki Bros.	100	bags	onions
1906-05-28	Genoa				G. M. Ades	596	bags	onions
1906-05-28	Genoa				E. G. Caralis	199	bags	onions
1906-05-28	Genoa				Behrend & Co.	2,992	bags	onions
1906-05-28	Genoa				Attias & Co.	783	bags	onions
1906-05-28	Genoa				J. Planta & Co.	62	bales	cotton
1906-05-28	Genoa				R. & O. Lindemann	306	bales	cotton
1906-05-28	Genoa				W. Getty & Co.	30	bales	cotton
1906-05-28	Genoa				Mohr & Fenderl	64	bales	cotton
1906-05-28	Genoa				G. Frauger & Co.	77	bales	cotton
1906-05-28	Genoa				H. Bindernagel	33	bales	cotton
1906-05-28	Genoa				Carver Bros. & Co. Ltd.	122	bales	cotton
1906-05-28	Genoa				G. Petracchi & Co.	64	bales	cotton
1906-05-28	Genoa				Adolf Hess & Co.	67	bales	cotton
1906-05-28	Genoa				Adolf Hess & Co.	825	bales	cotton
1905-12-11	Genoa				Barker & Co.	1,502	tons	cotton seed
1905-12-11	Genoa				Carver Bros. & Co. Ltd.	2,066	tons	cotton seed
1905-12-11	Genoa				Egyptian Salt & Soda Co. Ltd	12,436	bags	oil cake
1905-12-11	Genoa				J. & A. Abouchanab	1,575	bags	oil cake
1905-12-11	Genoa				S. Attal	140	cases	eggs
1905-12-11	Genoa				Hadjes & Co.	100	cases	eggs
1905-12-11	Genoa				L. Onofrio	100	cases	eggs
1905-12-11	Genoa				Fix & David	60	cases	eggs
1905-12-11	Genoa				E. Mallison & Co.	150	bales	cotton
1905-12-11	Genoa				Nanopoulo Bros.	1	cases	cigars
1905-12-11	Genoa				Various	9	packages	sundries
1905-12-11	Genoa				R. & O. Lindemann	150	bales	cotton
1905-12-11	Genoa				C. Laredo & Co.	307	bales	cotton
1905-12-11	Genoa				H. Bindernagel	363	bales	cotton
1905-12-11	Genoa				Bank of Egypt Ltd.	119	bales	cotton
1905-12-11	Genoa				Choremi, Benachi & Co.	396	bales	cotton
1905-12-11	Genoa				B. Barki	290	bales	cotton
1905-12-11	Genoa				Carver Bros. & Co. Ltd.	849	bales	cotton
1905-12-11	Genoa				W. Getty & Co.	100	bales	cotton
1905-12-11	Genoa				R. Rolo figli & Co.	225	bales	cotton
1905-12-11	Genoa				Lumbroso & Co.	81	bales	cotton
1905-12-11	Genoa				Lumbroso & Co.	2,880	bales	cotton
1905-12-11	Genoa	Sardinia			Tamvaco	591	bales	cotton
1905-12-11	Genoa				Barker & Co.	150	tons	cotton seed
1905-12-11	Genoa				M. L. Carasso	100	bags	senna
1905-12-11	Genoa				L. Heller	1,071	barrels	molasses
1905-12-11	Genoa				Hadjes & Co.	100	cases	eggs
1905-12-11	Genoa				L. Onofrio	84	cases	eggs
1905-12-11	Genoa				G. M. Ades	130	cases	eggs
1905-12-11	Genoa				E. Ghellini & Co.	20	bales	hides
1905-12-11	Genoa				S. S. Alexandria	34	cases	dates
1905-12-11	Genoa				Various	4	packages	sundries
1905-12-11	Tripoli				Mohamed Bengasi	16	bags	rice
1905-12-11	Bengasi				M. Fahfah	40	bags	coffee
1905-12-11	Genoa				M. A. Minstiri	5	bales	manufactures
1905-12-11	Genoa				M. A. Minstiri	5	bales	empty bags
1905-12-11	Bengasi				M. A. Minstiri	30	bags	Sudan beans
1905-12-11	Genoa				M. Arabi	7	bales	empty bags
1905-12-11	Genoa				M. Arabi	7	packages	manufactures
1905-12-11	Dernab				M. Arabi	100	bags	rice
1905-12-11	Tunis				Baroudi	4	cases	books
1905-12-11	Genoa				Various	44	packages	sundries
1905-12-11	Genoa				A. L. Carasso	58	packages	gum
1905-12-11	Genoa				N. G. I.	100	bags	coffee
1905-12-11	Genoa				Various	20	packages	sundries
1905-12-11	Genoa				Carver Bros. & Co. Ltd.	175	bales	cotton
1905-12-11	Genoa				F. C. Baines & Co.	112	bales	cotton
1905-12-11	Genoa				Mohr & Fenderl	209	bales	cotton
1905-12-11	Genoa				R. & O. Lindemann	392	bales	cotton
1905-12-11	Genoa				Peel & Co.	248	bales	cotton
1905-12-11	Genoa				G. Frauger & Co.	243	bales	cotton
1905-12-11	Genoa				Choremi, Benachi & Co.	150	bales	cotton
1905-12-11	Genoa				J. Planta & Co.	305	bales	cotton
1905-12-11	Genoa				G. Riecken	30	bales	cotton
1905-12-11	Genoa				F. Andres	30	bales	cotton
1905-12-11	Genoa				W. Getty & Co.	30	bales	cotton
1905-12-11	Genoa				E. Mallison & Co.	30	bales	cotton
1905-12-11	Genoa				W. Trapp & Co.	63	bales	cotton
1906-05-29	Genoa				R. Delia	1,171	baskets	tomatoes
1906-05-29	Genoa				Vasdeki Bros.	200	baskets	tomatoes
1906-05-29	Genoa				P. Letica	1,000	baskets	tomatoes
1906-05-29	Genoa				R. Delia	104	baskets	tomatoes
1906-05-29	Genoa				Mohamed Bengasi	40	bags	beans
1906-05-29	Genoa				F. de Martino	100	bags	garlic
1906-05-29	Genoa				B. Buhagiar	35	baskets	tomatoes
1906-05-29	Genoa				Padova & Co.	61	packages	old copper
1906-05-29	Genoa				Alexandria Bonded Warehouse	500	bales	flour
1906-05-29	Genoa				A. Hamandi	250	bags	onions
1906-05-29	Genoa				Behrend & Co.	300	bags	beans
1906-05-29	Genoa				R. Delia	40	baskets	tomatoes
1906-05-29	Genoa				Various	58	packages	sundries
1906-05-29	Genoa				J. Planta & Co.	81	bales	cotton
1906-05-29	Genoa				W. Getty & Co.	30	bales	cotton
1906-05-29	Genoa				Mohr & Fenderl	48	bales	cotton
1906-05-29	Genoa				E. Mallison & Co.	120	bales	cotton
1906-05-29	Genoa				G. Petracchi & Co.	32	bales	cotton
1906-05-29	Genoa				G. Frauger & Co.	93	bales	cotton
1906-05-29	Genoa				Choremi, Benachi & Co.	60	bales	cotton
1906-05-29	Genoa				Choremi, Benachi & Co.	464	bales	cotton
1906-05-29	Genoa				H. Hattab	201	bags	rice
1906-05-29	Genoa				Gheriani	100	bags	rice
1906-05-29	Genoa				Hamis	241	baskets	tomatoes
1906-05-29	Genoa				Siganos	642	baskets	tomatoes
1906-05-29	Genoa				George	621	baskets	tomatoes
1906-05-29	Genoa				Zaharia	90	baskets	tomatoes
1906-05-29	Genoa				Hassaballa	100	baskets	tomatoes
1906-05-29	Genoa				Aznavourian	205	baskets	tomatoes
1906-05-29	Genoa				Feraidis	100	baskets	tomatoes
1906-05-29	Genoa				Yardoglou	45	baskets	tomatoes
1906-05-29	Genoa				Siganos	1,627	bags	onions
1906-05-29	Genoa				George	1,000	bags	onions
1906-05-29	Genoa				Zaharia	250	bags	onions
1906-05-29	Genoa				Yardoglou	100	bags	onions
1906-05-29	Genoa				George	300	bags	onions
1906-05-29	Genoa				Siganos	364	baskets	cabbage
1906-05-29	Genoa				George	73	baskets	cabbage
1906-05-29	Genoa				Aznavourian	54	baskets	cabbage
1906-05-29	Genoa				Various	95	packages	sundries
1906-05-29	Genoa				W. Getty & Co.	25	bales	cotton
1906-05-29	Genoa				G. Frauger & Co.	200	bales	cotton
1906-05-29	Genoa				Mohr & Fenderl	30	bales	cotton
1906-05-29	Genoa				R. & O. Lindemann	170	bales	cotton
1906-05-29	Genoa				Behor Barki	2	bales	cotton
1906-05-29	Genoa				R. & O. Lindemann	70	bales	cotton
1906-05-29	Genoa				R. & O. Lindemann	497	bales	cotton
1906-05-15	Genoa				N. G. Casulli	23	bales	cotton
1906-05-15	Genoa				H. Bindernagel	227	bales	cotton
1906-05-15	Genoa				Moursi Bros.	50		empty casks
1906-05-15	Genoa				Choremi, Benachi & Co.	199		empty casks
1906-05-15	Genoa				Calamaro Laredo & Co.	36		empty casks
1906-05-15	Genoa				G. Frauger & Co.	112	cases	cigarettes
1906-05-15	Genoa				J. Planta & Co.	50	cases	cigarettes
1906-05-15	Genoa				B. Barki	76	cases	cigarettes
1906-05-15	Genoa				B. Barki	772	bales	cotton
1906-05-15	Genoa				Holz & Co.	49	bales	wool
1906-05-15	Genoa				G. Brach & Co.	126	bales	wool
1906-05-15	Genoa				Bank of Egypt Ltd.	38	bales	wool
1906-05-15	Genoa				Dwek & Co.	9	bales	wool
1906-05-15	Genoa				M. Feinstein	25	bales	rags
1906-05-15	Genoa				Nessim Dayan	450	bales	rags
1906-05-15	Genoa				E. Ghellini & Co.	13	bales	senna
1906-05-15	Genoa				Anglo-Egyptian Bank Ltd.	25	bales	senna
1906-05-15	Genoa				M. L. Carasso	30	bales	senna
1906-05-15	Genoa				E. Ghellini & Co.	6	bales	dry hides
1906-05-15	Genoa				J. & A. Abouchanab	12	bales	hair
1906-05-15	Genoa				J. & A. Abouchanab	2150	bags	oil cake
1906-05-15	Genoa				L. Heller	100	barrels	molasses
1906-05-15	Genoa				Stross Bros.	10	packages	carpet samples
1906-05-15	Genoa				C. Parissis	1,833	bags	onions
1906-05-15	Genoa				Tadros Ghirghis & Son	2,983	bags	onions
1906-05-15	Genoa				A. Panzieri	5,206	bags	onions
1906-05-15	Genoa				C. Parissis	384	bags	onions
1906-05-15	Genoa				C. H. Schoeller	1,000	bags	onions
1906-05-15	Genoa				Aly Mohamed Saleh	603	bags	onions
1906-05-15	Genoa				Bustros & Huri	1,970	bags	onions
1906-05-15	Genoa				Various	164	barrels	beer
1906-05-15	Genoa				Various	16	empty	casks
1906-05-15	Genoa				Various	2	packages	sundries
1905-09-21	Genoa				G. Frauger & Co.	131	bales	cotton
1905-09-21	Genoa				Peel & Co.	107	bales	cotton
1905-09-21	Genoa				J. Planta & Co.	316	bales	cotton
1905-09-21	Genoa				R. & O. Lindemann	30	bales	cotton
1905-09-21	Genoa				Mohr & Fenderl	31	bales	cotton
1905-09-21	Genoa				Schmid & Co.	62	bales	cotton
1905-09-21	Genoa				F. C. Baines & Co.	35	bales	cotton
1905-09-21	Genoa				Choremi, Benachi & Co.	60	bales	cotton
1905-09-21	Genoa				Choremi, Benachi & Co.	772	bales	cotton
1906-07-12	Genoa				Mohr & Fenderl	74	bales	cotton
1906-07-12	Genoa				J. Planta & Co.	155	bales	cotton
1906-07-12	Genoa				F. C. Baines & Co.	31	bales	cotton
1906-07-12	Genoa				G. Frauger & Co.	50	bales	cotton
1906-07-12	Genoa				Peel & Co.	50	bales	cotton
1906-07-12	Genoa				R. & O. Lindemann	30	bales	cotton
1906-07-12	Genoa				E. Mallison & Co.	310	bales	cotton
1906-07-12	Genoa				Choremi, Benachi & Co.	60	bales	cotton
1906-07-12	Genoa				Choremi, Benachi & Co.	760	bales	cotton
1906-07-12	Genoa				R. & O. Lindemann	270	bales	cotton
1906-07-12	Genoa				F. Andres	100	bales	cotton
1906-07-12	Genoa				J. Planta & Co.	16	bales	cotton
1906-07-12	Genoa				Adolf Hess & Co.	17	bales	cotton
1906-07-12	Genoa				Mohr & Fenderl	112	bales	cotton
1906-05-17	Genoa				W. Getty & Co.	20	bales	cotton
1906-05-17	Genoa				G. Frauger & Co.	400	bales	cotton
1906-05-17	Genoa				Behor Barki	200	bales	cotton
1906-05-17	Genoa				Behor Barki	620	bales	cotton
1906-05-17	Genoa				Tilche	200	bags	spath flour
1906-05-17	Genoa				Egyptian Salt & Soda Co. Ltd	50	barrels	oil
1906-05-17	Genoa				P. L. Rolin	7	casks	old copper
1906-05-17	Genoa				Z. Zayan	32	packages	old copper
1906-05-17	Genoa				Sté. An. Le Khédive	21	cases	cigarettes
1906-05-17	Genoa				L. Onofrio	700	bags	onions
1906-05-17	Genoa				Groppi	582	bags	onions
1906-05-17	Genoa				P. Carafothis	50	bags	onions
1906-05-17	Genoa				Various	38	packages	sundries
1906-05-17	Genoa				Carver Bros. & Co. Ltd.	30	bales	cotton
1906-05-17	Genoa				Peel & Co.	62	bales	cotton
1906-05-17	Genoa				G. Frauger & Co.	94	bales	cotton
1906-05-17	Genoa				B. Barki	127	bales	cotton
1906-05-17	Genoa				J. Planta & Co.	139	bales	cotton
1906-05-17	Genoa				Choremi, Benachi & Co.	53	bales	cotton
1906-05-17	Genoa				E. Mallison & Co.	61	bales	cotton
1906-05-17	Genoa				Mohr & Fenderl	31	bales	cotton
1906-05-17	Genoa				R. & O. Lindemann	50	bales	cotton
1906-05-17	Genoa				R. & O. Lindemann	647	bales	cotton
1906-05-17	London				Bolonachi	10	casks	cognac
1906-05-17	Le Havre				G. Frauger & Co.	10	bales	cotton
1906-05-17	Algiers				B. Barki	65	bales	henna
1906-05-17	Bordeaux				Riso & Co.	18	packages	margarine
1906-05-17	Genoa				Various	17	packages	sundries
1906-05-17	Genoa				S. Sigalas	85	crates	tomatoes
1906-05-17	Genoa				S. Levy	108	crates	tomatoes
1906-05-17	Genoa				A. Seeger	10	packages	guts
1906-05-17	Genoa				Kyriazi Bros.	13	cases	cigarettes
1906-05-17	Genoa				P. P. Buhagiar	43	crates	tomatoes
1906-05-17	Genoa				Mohamed Dahi	66	crates	tomatoes
1906-05-17	Genoa				Mohamed Kattab	84	crates	tomatoes
1906-05-17	Genoa				R. Delia	268	crates	tomatoes
1906-05-17	Genoa				A. Frick	6	barrels	fresh fish
1906-05-17	Brindisi				S. Levy	150	crates	tomatoes
1906-05-17	Fiume				A. Chelmis	4	cases	cigarettes
1906-05-17	Genoa				John B. Caffari	1	cases	cigarettes
1906-05-17	Genoa				Kyriazi Bros.	404	cases	cigarettes
1906-05-17	Genoa				Various	86	packages	sundries
1906-05-17	Genoa				G. D. Kaniskeri	7,978	bags	onions
1906-05-17	Genoa				Banca Mobiliare	3,800	bags	onions
1906-05-17	Genoa				Griva Bros.	3,492	bags	onions
1906-05-17	Genoa				A. Grioni	3,000	bags	onions
1906-05-17	Genoa				Banca Anglo-Austriaca	3,000	bags	onions
1906-05-17	Genoa				Behrend & Co.	2,497	bags	onions
1906-05-17	Genoa				S. G. Violara	2,998	bags	onions
1906-05-17	Genoa				Adolf Hess & Co.	1,997	bags	onions
1906-05-17	Genoa				L. Tolentino	1,864	bags	onions
1906-05-17	Genoa				Hassan Deghem	1,486	bags	onions
1906-05-17	Genoa				C. Parissis	1,000	bags	onions
1906-05-17	Genoa				Attias & Co.	900	bags	onions
1906-05-17	Genoa				Ibrahim H. Kheri	604	bags	onions
1906-05-17	Genoa				E. G. Caralis	199	bags	onions
1906-05-17	Naples				R. Delia	622	crates	tomatoes
1906-05-17	Various Ports				Pilal Letico	800	crates	tomatoes
1906-05-17	Various Ports				P. Rolin	53	crates	old copper
1906-05-17	Livorno				R. Delia	80	crates	tomatoes
1906-05-17	Various Ports				Various	4	packages	sundries
1906-05-17	Genoa				Adolf Hess & Co.	2,877	bags	onions
1906-05-17	Genoa				Attias & Co.	300	bags	onions
1906-05-17	Genoa				P. Debbas & Co.	400	bags	onions
1906-05-17	Genoa				Behrend & Co.	400	bags	beans
1906-05-17	Genoa				Various	5	packages	sundries
1906-05-17	Genoa				Mohr & Fenderl	114	bales	cotton
1906-05-17	Genoa				J. Planta & Co.	30	bales	cotton
1906-05-17	Genoa				Ravelli & Co.	84	bales	cotton
1906-05-17	Genoa				F. C. Baines & Co.	62	bales	cotton
1906-05-17	Genoa				R. & O. Lindemann	45	bales	cotton
1906-05-17	Genoa				Choremi, Benachi & Co.	121	bales	cotton
1906-05-17	Genoa				Choremi, Benachi & Co.	456	bales	cotton
1905-12-13	Genoa				F. Andres	180	bales	cotton
1905-12-13	Genoa				W. Getty & Co.	136	bales	cotton
1905-12-13	Genoa				E. Mallison & Co.	50	bales	cotton
1905-12-13	Genoa				Bank of Egypt Ltd.	190	bales	cotton
1905-12-13	Genoa				G. Riecken	40	bales	cotton
1905-12-13	Genoa				Bustros & Huri	76	bales	cotton
1905-12-13	Genoa				C. A. Pringo	57	bales	cotton
1905-12-13	Genoa				B. J. Coury & Co.	126	bales	cotton
1905-12-13	Genoa				Carver Bros. & Co. Ltd.	1,068	bales	cotton
1905-12-13	Genoa				G. Frauger & Co.	636	bales	cotton
1905-12-13	Genoa				Cattaui Bros. & Co.	99	bales	cotton
1905-12-13	Genoa				H. Bindernagel	200	bales	cotton
1905-12-13	Genoa				J. Planta & Co.	225	bales	cotton
1905-12-13	Genoa				Peel & Co.	101	bales	cotton
1905-12-13	Genoa				Mohr & Fenderl	100	bales	cotton
1905-12-13	Genoa				R. & O. Lindemann	45	bales	cotton
1905-12-13	Genoa				Choremi, Benachi & Co.	1,022	bales	cotton
1905-12-13	Genoa				Khedivial Mail Line	243	bales	linseed
1905-12-13	Genoa				Khedivial Mail Line	57	bags	maize
1905-12-13	Genoa				L. Heller	797	barrels	molasses
1905-12-13	Genoa				Carver Bros. & Co. Ltd.	250	tons	cotton seed
1905-12-13	Genoa				Holz & Co.	96	bales	wool
1905-12-13	Genoa				Fix & David	128	cases	eggs
1905-12-13	Genoa				Mordo	50	cases	eggs
1905-12-13	Genoa				S. Attal	57	cases	eggs
1905-12-13	Genoa				Ades	73	cases	eggs
1905-12-13	Genoa				Hadjes & Co.	100	cases	eggs
1905-12-13	Genoa				L. Onofrio	50	cases	eggs
1905-12-13	Genoa				J. Ross & Co.	240		empty casks
1905-12-13	Genoa				Various	18	packages	sundries
1905-12-13	Genoa				F. Andres	60	bales	cotton
1905-12-13	Genoa				Carver Bros. & Co. Ltd.	761	bales	cotton
1905-12-13	Genoa				J. Planta & Co.	375	bales	cotton
1905-12-13	Genoa				Mohr & Fenderl	250	bales	cotton
1905-12-13	Genoa				G. Riecken	431	bales	cotton
1905-12-13	Genoa				W. Getty & Co.	100	bales	cotton
1905-12-13	Genoa				H. Bindernagel	208	bales	cotton
1905-12-13	Genoa				G. Frauger & Co.	150	bales	cotton
1905-12-13	Genoa				F. C. Baines & Co.	315	bales	cotton
1905-12-13	Genoa				R. & O. Lindemann	225	bales	cotton
1905-12-13	Genoa				Choremi, Benachi & Co.	751	bales	cotton
1905-12-13	Genoa				Peel & Co.	1,844	bales	cotton
1905-12-13	Genoa				A. Werther & Co.	108	bags	gum
1905-12-13	Genoa				G. Branch & Co.	31	bags	gum
1905-12-13	Genoa				J. & A. Abouchanab	540	bags	oil cake
1905-12-13	Genoa				J. Ross & Co.	300		empty casks
1905-12-13	Genoa				Various	20	packages	sundries
1905-12-13	Genoa				Various	550	bags	rice
1905-12-13	Genoa				Various	150	packages	vegetables
1905-12-13	Genoa				Various	53	packages	henna
1905-12-13	Genoa				Various	85	packages	sundries
1905-12-13	Genoa				Mohr & Fenderl	250	bales	cotton
1905-12-13	Genoa				F. C. Baines & Co.	205	bales	cotton
1905-12-13	Genoa				E. Mallison & Co.	270	bales	cotton
1905-12-13	Genoa				Carver Bros. & Co. Ltd.	93	bales	cotton
1905-12-13	Genoa				R. & O. Lindemann	270	bales	cotton
1905-12-13	Genoa				G. Frauger & Co.	100	bales	cotton
1905-12-13	Genoa				G. Riecken	200	bales	cotton
1905-12-13	Genoa				Choremi, Benachi & Co.	50	bales	cotton
1905-12-13	Genoa				N. G. I.	2	barrels	oil
1905-12-13	Genoa				M. D. Mitzos	17	packages	provisions
1905-12-13	Genoa				C. Cappellidis	26	packages	provisions
1905-12-13	Genoa				Kafr-Zayat Cotton Co.	232	tons	cotton seed
1905-12-13	Genoa				Behrend & Co.	910	tons	cotton seed
1905-12-13	Genoa				Carver Bros. & Co. Ltd.	737	tons	cotton seed
1905-12-13	Genoa				Kafr-Zayat Cotton Co.	10,311	bags	oil cake
1905-12-13	Genoa				Mordo	300	cases	eggs
1905-12-13	Genoa				A. Panzieri	235	cases	eggs
1905-12-13	Genoa				Hadjes & Co.	50	cases	eggs
1905-12-13	Genoa				Griva Bros.	80	packages	ivory
1905-12-13	Genoa				Hadjes & Co.	63	bales	skins
1905-12-13	Genoa				Yared	13	bales	skins
1905-12-13	Genoa				Various	3	packages	sundries
1905-12-13	Genoa				Barker & Co.	1,590	tons	cotton seed
1905-12-13	Genoa				Behrend & Co.	696	tons	cotton seed
1905-12-13	Genoa				Carver Bros. & Co. Ltd.	779		empty casks
1905-12-13	Genoa				J. & A. Abouchanab	1,075	bags	oil cake
1905-12-13	Genoa				Egyptian Salt & Soda Co. Ltd	4,944	bags	oil cake
1905-12-13	Genoa				Hadjes & Co.	17	bales	hides
1905-12-13	Genoa				Hadjes & Co.	10	bundles	skins
1905-12-13	Genoa				L. Heller	50	barrels	molasses
1905-12-13	Genoa				E. Hatoun	1	cases	porcelaine
