Issue Date	Destination	Ship name	Ship nationality	Sailing	Merchant	Count	Unit	Commodity
1905-03-03	LE PIREE & ODESSA	Tzar	Russian	Feb 17, 1905	Various	234	packages	vegetables
1905-03-03	LE PIREE & ODESSA	Tzar	Russian	Feb 17, 1905	G. Frauger & Co.	200	bales	cotton
1905-03-03	LE PIREE & ODESSA	Tzar	Russian	Feb 17, 1905	R. & O. Lindemann	255	bales	cotton
1905-03-03	LE PIREE & ODESSA	Tzar	Russian	Feb 17, 1905	R. & O. Lindemann	455	bales	cotton
1905-03-03	Hull	Ros		Jan 19, 1905	Various	3,111	tons	cotton seed
1905-03-03	Candia	Athènes	Greek	Feb 20, 1905	Various	121	sacs	rice
1905-03-03	Candia	Athènes	Greek	Feb 20, 1905	Various	20	sacs	beans
1905-03-03	Candia	Athènes	Greek	Feb 20, 1905	Various	93	barrels	vides
1905-03-03	Candia	Athènes	Greek	Feb 20, 1905	Various	6	packages	skins
1905-03-03	Candia	Athènes	Greek	Feb 20, 1905	Various	14	packages	divers
1905-03-03	Trebizonde	Alexandria	Ottoman	Feb 21, 1905	Various	535	sacs	rice
1905-03-03	Trebizonde	Alexandria	Ottoman	Feb 21, 1905	Various	10	cases	sugar
1905-03-03	Trebizonde	Alexandria	Ottoman	Feb 21, 1905	Various	110	barrels	vides
1905-03-03	Trebizonde	Alexandria	Ottoman	Feb 21, 1905	Various	168	packages	skins
1905-03-03	Trebizonde	Alexandria	Ottoman	Feb 21, 1905	Various	74	packages	divers
1905-03-03	Port Said & Odessa	Princesse Eugenie	Russian	Feb 21, 1905	Various	22		empty barrels
1905-03-03	Port Said & Odessa	Princesse Eugenie	Russian	Feb 21, 1905	Various	4	packages	empty sacks
1905-03-03	England	Orkla		Feb 21, 1905	N. E. Tamvaco	2,253	tons	cotton seed
1905-03-03	England	Cabral		Feb 21, 1905	Anglo-Egyptian Bank Ltd.	654	tons	cotton seed
1905-03-03	England	Cabral		Feb 21, 1905	Carver Bros. & Co. Ltd.	1450	tons	cotton seed
1905-03-03	England	Cabral		Feb 21, 1905	Behrend & Co.	766	tons	cotton seed
1905-03-03	England	Cabral		Feb 21, 1905	Huileries & Sav. d'Egypte	2,409	bags	oil cake
1905-03-02	Naples				L. Leonardo	30	cages	tomatoes
1905-03-02	Naples				M. A. Faham	50	cages	tomatoes
1905-03-02	Naples				B. Tuis	75	cages	tomatoes
1905-03-02	Naples				Vasdeki Bros.	120	cages	tomatoes
1905-03-02	Naples				R. Delia	290	cages	tomatoes
1905-03-02	Naples				P. P. Buhagiar	130	cages	tomatoes
1905-03-02	Naples				M. Pilal	200	cages	tomatoes
1905-03-02	Naples				Various	4		colis divers
1905-03-02	Naples				Choremi, Benachi & Co.	20	bales	cotton
1905-03-02	Naples				J. Planta & Co.	80	bales	cotton
1905-03-02	Naples				J. Planta & Co.	100	bales	cotton
1905-03-02	Livorno				R. Delia	24	cages	tomatoes
1905-03-02	Livorno				B. Buhagiar	60	cages	tomatoes
1905-03-02	Livorno				D. Faro	1	cases	fromage
1905-03-02	DESTINATIONS DIVERSES				Various	23		colis divers
1905-03-02	Genoa				Attias & Co.	10	sacs	gum
1905-03-02	Genoa				M. L. Carasso	15	sacs	gum
1905-03-02	Genoa				Scognamillo & Co.	100	sacs	onions
1905-03-02	Genoa				R. Delia	40	cages	tomatoes
1905-03-02	Genoa				Vasdeki Bros.	50	cages	tomatoes
1905-03-02	Genoa				P. P. Buhagiar	50	cages	tomatoes
1905-03-02	Genoa				Various	3		colis divers
1905-03-02	Genoa				Carver Bros. & Co. Ltd.	140	bales	cotton
1905-03-02	Genoa				R. & O. Lindemann	344	bales	cotton
1905-03-02	Genoa				Peel & Co.	200	bales	cotton
1905-03-02	Genoa				Choremi, Benachi & Co.	590	bales	cotton
1905-03-02	Genoa				F. C. Baines & Co.	104	bales	cotton
1905-03-02	Genoa				G. Frauger & Co.	175	bales	cotton
1905-03-02	Genoa				J. Planta & Co.	848	bales	cotton
1905-03-02	Genoa				H. Bindernagel	30	bales	cotton
1905-03-02	Genoa				Mohr & Fenderl	62	bales	cotton
1905-03-02	Genoa				W. Getty & Co.	30	bales	cotton
1905-03-02	Genoa				G. Riecken	30	bales	cotton
1905-03-02	Genoa				Ravelli & Co.	90	bales	cotton
1905-03-02	Genoa				Schmid & Co.	231	bales	cotton
1905-03-02	Genoa				Schmid & Co.	2,874	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	Nagiar	1,021	bags	sugar ashes
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	Behrend & Co.	1,470	tons	beans
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	F. C. Baines & Co.	10	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	G. Frauger & Co.	909	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	Peel & Co.	116	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	W. Trapp & Co.	15	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	J. Planta & Co.	268	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	W. Getty & Co.	45	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	R. & O. Lindemann	100	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	E. Mallison & Co.	125	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	Carver Bros. & Co. Ltd.	921	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	Botton Bortolotti & Co.	25	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	Choremi, Benachi & Co.	40	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	Choremi, Benachi & Co.	2,574	bales	cotton
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	G. L. Sursock	997,320	kilos	cotton seed
1905-03-02	Havre & Dunkirk	Antwerp City		Feb 19, 1905	Behrend & Co.	108,000	kilos	cotton seed
1905-06-30	FIRES & ODESSA	Emp. Nicolas	Russian	Jun 8, 1905	Various	195	sacs	rice
1905-06-30	FIRES & ODESSA	Emp. Nicolas	Russian	Jun 8, 1905	Various	809		onions
1905-06-30	FIRES & ODESSA	Emp. Nicolas	Russian	Jun 8, 1905	Various	10	‘ctBs	senna
1905-06-30	FIRES & ODESSA	Emp. Nicolas	Russian	Jun 8, 1905	Various	252	packages	temstei
1905-06-30	FIRES & ODESSA	Emp. Nicolas	Russian	Jun 8, 1905	Various	4	packages	skins
1905-06-30	FIRES & ODESSA	Emp. Nicolas	Russian	Jun 8, 1905	Various	11		skins
1905-06-30	FIRES & ODESSA	Emp. Nicolas	Russian	Jun 8, 1905	G. Frauger & Co.	70	bales	cotton
1905-06-30	Liverpool	Avon		Jun 21, 1905	Carver Bros. & Co. Ltd.	600	tons	cotton seed
1905-06-30	Liverpool	Avon		Jun 21, 1905	N. Huri	517	bales	cotton
1905-06-30	Liverpool	Avon		Jun 21, 1905	G. Riecken	50	bales	cotton
1905-06-30	Liverpool	Avon		Jun 21, 1905	H. Bindernagel	125	bales	cotton
1905-06-30	Liverpool	Avon		Jun 21, 1905	X. Constantinidis	50	bales	cotton
1905-06-30	Liverpool	Avon		Jun 21, 1905	B. J. Coury & Co.	193	bales	cotton
1905-06-30	Liverpool	Avon		Jun 21, 1905	Bank of Egypt Ltd.	157	bales	cotton
1905-06-30	Liverpool	Avon		Jun 21, 1905	Mohr & Fenderl	281	bales	cotton
1905-06-30	Liverpool	Avon		Jun 21, 1905	Tadros Ghirghis & Son	170		Fendorl
1905-06-30	Liverpool	Avon		Jun 21, 1905	Choremi, Benachi & Co.	205		Fendorl
1905-06-30	Liverpool	Avon		Jun 21, 1905	Carver Bros. & Co. Ltd.	217	bales	cotton
1905-06-30	Liverpool	Avon		Jun 21, 1905	B. Barki	610.........		
1905-06-30	Liverpool	Avon		Jun 21, 1905	Imperial Ottoman Bank	233	bales	cotton
1905-06-30	Liverpool	Avon		Jun 21, 1905	Imperial Ottoman Bank	100	bales	senna
1905-06-30	Liverpool	Avon		Jun 21, 1905	Butterworth & Smalley	396	bags	bones
1905-06-30	Liverpool	Avon		Jun 21, 1905	Hadjes & Co.	754	bags	bones
1905-06-30	Liverpool	Avon		Jun 21, 1905	Khedivial Mail Line	305	bags	grain
1905-06-30	Liverpool	Avon		Jun 21, 1905	G. Feinstein	63	bags	horns
1905-06-30	Liverpool	Avon		Jun 21, 1905	Sucreries & Raff. d'Egypte	2	bags	sugar
1905-06-30	Liverpool	Avon		Jun 21, 1905	J. & A. Abouchanab	 1,055	bags	oil cake
1905-06-30	Liverpool	Avon		Jun 21, 1905	Butterworth & Smalley	8	bags	buttons
1905-06-30	Liverpool	Avon		Jun 21, 1905	B. Nathan & Co.	17	bags	gum
1905-06-30	Liverpool	Avon		Jun 21, 1905	Various	28	packages	sundries
1905-06-30	Port Said & Massawah	Enna	Italian	Jun 25, 1905	Kustor	124	packages	ferronnerie
1905-06-30	Port Said & Massawah	Enna	Italian	Jun 25, 1905	Levi & Lsgnado	14	cases	ferronnerie
1905-06-30	Port Said & Massawah	Enna	Italian	Jun 25, 1905	L. Paleologo	10	packages	provisions
1905-06-30	Port Said & Massawah	Enna	Italian	Jun 25, 1905	D. Liacachi	25	packages	provisions
1905-06-30	Port Said & Massawah	Enna	Italian	Jun 25, 1905	F. G. Cotsiomiti	16	packages	provisions
1905-06-30	Port Said & Massawah	Enna	Italian	Jun 25, 1905	P. Papadakis	20	packages	provisions
1905-06-30	Port Said & Massawah	Enna	Italian	Jun 25, 1905	Various	40		colis divers
1905-06-30	Piraeus & Odessa	Tzar	Russian	Jun 27, 1905	Various	90	sacs	fix
1905-06-30	Piraeus & Odessa	Tzar	Russian	Jun 27, 1905	Various	112	cases	cognac
1905-06-30	Piraeus & Odessa	Tzar	Russian	Jun 27, 1905	Various	118	cases	verrerie
1905-06-30	Piraeus & Odessa	Tzar	Russian	Jun 27, 1905	Various	38	barrels	vides
1905-06-30	Piraeus & Odessa	Tzar	Russian	Jun 27, 1905	G. Petracchi & Co.	25	bales	cotton
1906-08-29	London	Aristea		Aug 22, 1906	J. & A. Abouchanab	4,420	bags	oil cake
1906-08-29	London	Aristea		Aug 22, 1906	Egyptian Salt & Soda Co. Ltd	4.961	bags	oil cake
1906-08-29	London	Aristea		Aug 22, 1906	Scriven Bros. & Co.	37	bales	dry skins
1906-08-29	London	Aristea		Aug 22, 1906	J. L. Levy	109	bales	dry skins
1906-08-29	London	Aristea		Aug 22, 1906	Hadjes & Co.	25	bales	dry skins
1906-08-29	London	Aristea		Aug 22, 1906	A. Arbib & Sons	70	bales	dry skins
1906-08-29	London	Aristea		Aug 22, 1906	L. Heller	50	barrels	molasses
1906-08-29	London	Aristea		Aug 22, 1906	Egyptian Salt & Soda Co. Ltd	300	barrels	cotton stearine
1906-08-29	London	Aristea		Aug 22, 1906	Lipton Ltd.	765		empty casks
1906-08-29	London	Aristea		Aug 22, 1906	Lipton Ltd.	3	packages	sundries
1906-08-29	London	Aristea		Aug 22, 1906	Richard Brown & Co.	17	barrels	old copper
1906-08-29	London	Aristea		Aug 22, 1906	Mohamed Aly	260	cases	empty bottles
1906-08-29	London	Aristea		Aug 22, 1906	John Ross & Co.	33	cases	horns, heads and skins
1906-08-29	London	Aristea		Aug 22, 1906	John Ross & Co.	1	cases	effects
1906-08-29	London	Aristea		Aug 22, 1906	A. Arbib & Sons	5	cases	ostrich feathers
1906-08-29	London	Aristea		Aug 22, 1906	A. Arbib & Sons	7	packages	ivory
1906-08-29	London	Aristea		Aug 22, 1906	Alexandria Bonded Warehouse	6	cases	typewriters
1906-08-29	London	Aristea		Aug 22, 1906	Alexandria Bonded Warehouse	23	packages	effects
1906-08-29	London	Aristea		Aug 22, 1906	Anglo-Egyptian Bank Ltd.	5	bales	senna
1906-08-29	London	Aristea		Aug 22, 1906	Anglo-Egyptian Bank Ltd.	5	packages	ivory
1906-08-29	London	Aristea		Aug 22, 1906	S. O. Stores “Egyptian Army”	2	cases	motor car tools
1906-08-29	London	Aristea		Aug 22, 1906	Salonica Cigarettes Co.	6	cases	cigarettes
1906-08-29	London	Aristea		Aug 22, 1906	Egyptian Customs	1	cases	typewriters
1906-08-29	London	Aristea		Aug 22, 1906	E. O. Pinto & Co.	17		empty cylinders
1906-08-29	London	Aristea		Aug 22, 1906	E. O. Pinto & Co.	2	cases	furniture and effects
1906-08-29	London	Aristea		Aug 22, 1906	Aslan Misrahi	4	bales	wool
1906-08-29	London	Aristea		Aug 22, 1906	E. Hatoun	2	bales	carpets
1906-08-29	London	Aristea		Aug 22, 1906	Thos. Cook & Son	6	packages	effects
1906-08-29	London	Aristea		Aug 22, 1906	Khedivial Mail Line	133	bags	linseed
1906-08-29	London	Aristea		Aug 22, 1906	Khedivial Mail Line	6	bales	tobacco
1906-08-29	London	Aristea		Aug 22, 1906	Khedivial Mail Line	1	cases	cigarettes
1906-08-29	Piraeus & Constantinople	Ismailia		Aug 22, 1906	Various	551	bags	rice
1906-08-29	Piraeus & Constantinople	Ismailia		Aug 22, 1906	Various	10	bags	Sudan beans
1906-08-29	Piraeus & Constantinople	Ismailia		Aug 22, 1906	Various	7	packages	pistachios
1906-08-29	Piraeus & Constantinople	Ismailia		Aug 22, 1906	Various	20	cases	oil
1906-08-29	Piraeus & Constantinople	Ismailia		Aug 22, 1906	Various	17	packages	henna
1906-08-29	Piraeus & Constantinople	Ismailia		Aug 22, 1906	Various	7	packages	empty zembils
1906-08-29	Piraeus & Constantinople	Ismailia		Aug 22, 1906	Various	19	packages	sundries
1906-08-29	Cyprus	Kypros		Aug 22, 1906	Various	1,800	packages	sundries
1906-08-29	Syria	Congo		Aug 23, 1906	Various	20	packages	sundries
1906-08-29	Marseilles				Sucreries & Raff. d'Egypte	88	cases	sugar
1906-08-29	Marseilles				Z. Zayan	38	packages	old copper
1906-08-29	Marseilles				Kuster	4	packages	old copper
1906-08-29	Marseilles				Obegi	12	casks	wool
1906-08-29	Marseilles				Syrigo	30	bales	empty bags
1906-08-29	Marseilles				Various	45	packages	sundries
1906-08-29	Dunkirk				Peel & Co.	31	bales	cotton
1906-08-29	Barcelona				M. L. Carasso	16	fardes	gum
1906-08-29	Various Ports				Various	5	packages	sundries
1906-08-29	Constantinople	Marie Reine		Aug 25, 1906	Various	16	bales	skins
1906-08-29	Constantinople	Marie Reine		Aug 25, 1906	Various	759	bags	rice
1906-08-29	Constantinople	Marie Reine		Aug 25, 1906	Various	112	cases	glassware
1906-08-29	Constantinople	Marie Reine		Aug 25, 1906	Various	3	cases	wine
1906-08-29	Constantinople	Marie Reine		Aug 25, 1906	Various	8	casks	alcohol
1906-08-29	Constantinople	Marie Reine		Aug 25, 1906	Various	29	empty	casks
1906-06-04	Constantinople	Marie Reine		Aug 25, 1906	Various	336	bales	cotton
1906-06-04	Brindisi				S. Levy	155	baskets	tomatoes
1906-06-04	Metcovich				F. Nahabedian	11	bags	henna
1906-08-28	Piraeus & Odessa	Reine Olga		Aug 21, 1906	Various	54		empty casks
1906-08-28	Piraeus & Odessa	Reine Olga		Aug 21, 1906	Various	15	packages	palms
1906-08-28	Piraeus & Odessa	Reine Olga		Aug 21, 1906	Various	19	packages	sundries
1906-08-28	Piraeus & Odessa	Reine Olga		Aug 21, 1906	R. & O. Lindemann	200	bales	cotton
1906-08-28	Port Said	Bosforo		Aug 22, 1906	Various	6	packages	sundries
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	Various	40	bags	rice
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	Various	67	empty	bags
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	Various	2	cases	books
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	J. & A. Abouchanab	1,400	bags	oil cake
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	Asia Minor S. S. Co. Ltd	322	bags	grain
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	Anglo-Egyptian Bank Ltd.	19	bags	gum
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	E. Ghellini & Co.	476	bags	bones
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	N. Dayan	152	bales	rags
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	Scriven Bros. & Co.	37	bales	fleshings
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	Anglo-Egyptian Bank Ltd.	25	bags	senna
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	Anglo-Egyptian Bank Ltd.	155	bales	wool
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	Hadjes & Co.	15	bales	skins
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	H. Dunsterville & Co.	25	barrels	brandy
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	N. Soussa & Sons	2	cases	cigarettes
					Kyriazi Bros.	3	cases	cigarettes
					J. C. Lagoudakis	6	cases	cigarettes
1906-08-28	Constantinople	Stefano Strait		Aug 22, 1906	Various	14	packages	sundries
1906-08-28	Palermo				S. di M. Riso	10	cakes	salted fish
1906-08-28	Various Ports				M. Padova & Co	16	packages	old copper
1906-08-28	Naples				Various	14	packages	sundries
1906-08-28	Genoa				M. L. Carasso	46	fardes	gum
1906-08-28	Genoa				J. Ducret	12	cases	automatic machines
1906-08-28	Genoa				G. Brach & Co.	77	bales	gum
1906-08-28	Genoa				Various	4	packages	sundries
1905-11-15	Constantinople	Byzantion		Nov 4, 1905	Various	1,631	bags	rice
1905-11-15	Constantinople	Byzantion		Nov 4, 1905	Various	23	bags	lentils
1905-11-15	Constantinople	Byzantion		Nov 4, 1905	Various	10	bags	Sudan beans
1905-11-15	Constantinople	Byzantion		Nov 4, 1905	Various	261	empty	casks
1905-11-15	Constantinople	Byzantion		Nov 4, 1905	Various	2-0	packages	henus
1905-11-15	Constantinople	Byzantion		Nov 4, 1905	Various	50	packages	skins
1905-11-15	Constantinople	Byzantion		Nov 4, 1905	Various	25	casks	oil
1905-11-15	Constantinople	Byzantion		Nov 4, 1905	Various	74	packages	sundries
1905-11-15	Piraeus & Constantinople	Ismailia		Nov 8, 1905	Various	2,122	bags	rice
1905-11-15	Piraeus & Constantinople	Ismailia		Nov 8, 1905	Various	307	bags	henna
1905-11-15	Piraeus & Constantinople	Ismailia		Nov 8, 1905	Various	10	bags	Sudan beans
1905-11-15	Piraeus & Constantinople	Ismailia		Nov 8, 1905	Various	15	packages	gum
1905-11-15	Piraeus & Constantinople	Ismailia		Nov 8, 1905	Various	6	packages	butter
1905-11-15	Piraeus & Constantinople	Ismailia		Nov 8, 1905	Various	8	packages	skins
1905-11-15	Piraeus & Constantinople	Ismailia		Nov 8, 1905	Various	106	packages	sundries
1905-11-15	CALAMATA & TRIESTE	Urano		Nov 8, 1905	Various	1,000	bags	rice
1905-11-15	Syria	Dumbra		Nov 9, 1905	Various	55	packages	sundries
1905-11-15	England	Ramleh		Nov 10, 1905	Carver Bros. & Co. Ltd.	2,987	tons	cotton seed
1905-11-15	Constantinople	Athènes		Nov 10, 1905	Various	691	bags	rice
1905-11-15	Constantinople	Athènes		Nov 10, 1905	Various	68	bags	Sudan beans
1905-11-15	Constantinople	Athènes		Nov 10, 1905	Various	116	cases	dates
1905-11-15	Constantinople	Athènes		Nov 10, 1905	Various	428	empty	casks
1905-11-15	Constantinople	Athènes		Nov 10, 1905	Various	85	packages	skins
1905-11-15	Constantinople	Athènes		Nov 10, 1905	Various	7	packages	henna
1905-11-15	Constantinople	Athènes		Nov 10, 1905	Various	212	packages	sundries
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	100	bales	cotton
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	40-	bags	rice
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	436	bags	Sudan beans
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	50	bags	natron
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	20	bags	beans
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	24	bags	cotton seed
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	0	bags	potatoes
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	3-	bags	soap
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	273	bags	coffee
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	64	bags	henna
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	15	barrels	cotton oil
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	69	barrels	beer
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	20	packages	quails
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	44	packages	mats
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	37	packages	empty zembils
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	7	cases	cigarettes
1905-11-15	Port Said & Syria	Assouan		Nov 11, 1905	Various	1249	packages	sundries
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	H. Bindernagel	170	bales	cotton
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	Carver Bros. & Co. Ltd.	1,390	bales	cotton
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	F. C. Baines & Co.	225	bales	cotton
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	J. Planta & Co.	145	bales	cotton
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	Peel & Co.	1,812	bales	cotton
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	Choremi, Benachi & Co.	745	bales	cotton
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	E. Mallison & Co.	5	bales	cotton
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	G. Riecken	50	bales	cotton
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	Birch & Co.	125	bales	cotton
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	Birch & Co.	4,667	bales	cotton
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	S. Attal	100	cases	eggs
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	Ades	50	cases	eggs
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	Hadjes & Co.	125	cases	eggs
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	Fix & David	211	cases	eggs
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	Cullok	459	cases and bags	onions
1905-03-01	Manchester	Syrian Prince		Feb 18, 1905	Various	10	packages	sundries
1905-03-01	Port Said & Syria	El-Kahira		Feb 18, 1905	Various	260	bags	sugar
1905-03-01	Port Said & Syria	El-Kahira		Feb 18, 1905	Various	205	bags	rice
1905-03-01	Port Said & Syria	El-Kahira		Feb 18, 1905	Various	40	bags	Sudan beans
1905-03-01	Port Said & Syria	El-Kahira		Feb 18, 1905	Various	20	bags	beans
1905-03-01	Port Said & Syria	El-Kahira		Feb 18, 1905	Various	200	bags	natron
1905-03-01	Port Said & Syria	El-Kahira		Feb 18, 1905	Various	62	bags	coffee
1905-03-01	Port Said & Syria	El-Kahira		Feb 18, 1905	Various	126	packages	tobacco
1905-03-01	Port Said & Syria	El-Kahira		Feb 18, 1905	Various	93	packages	skins
1905-03-01	Port Said & Syria	El-Kahira		Feb 18, 1905	Various	33	packages	mats
1905-03-01	Port Said & Syria	El-Kahira		Feb 18, 1905	Various	59	packages	vegetables
1905-03-01	Port Said & Syria	El-Kahira		Feb 18, 1905	Various	2870	packages	sundries
1905-03-01	Leith	Midlothian		Feb 18, 1905	Behrend & Co.	326	quarters	beans
1905-03-01	Leith	Midlothian		Feb 18, 1905	Moursi Bros.	302	tons	cotton seed
1905-03-01	Leith	Midlothian		Feb 18, 1905	Huileries & Sav. d'Egypte	9,369	bags	oil cake
1905-03-01	Leith	Midlothian		Feb 18, 1905	L. Onofrio	50	cases	eggs
1905-03-01	Leith	Midlothian		Feb 18, 1905	Kortenhaus	4	bales	yarn
1905-03-01	Barcelona				Mohr & Fenderl	220	bales	cotton
1905-03-01	Barcelona				Moursi Bros.	279	bales	cotton
1905-03-01	Barcelona				G. Frauger & Co.	210	bales	cotton
1905-03-01	Barcelona				J. Planta & Co.	130	bales	cotton
1905-03-01	Barcelona				Carver Bros. & Co. Ltd.	150	bales	cotton
1905-03-01	Barcelona				B. Barki	118	bales	cotton
1905-03-01	Barcelona				R. & O. Lindemann	135	bales	cotton
1905-03-01	Barcelona				F. C. Baines & Co.	115	bales	cotton
1905-03-01	Barcelona				Choremi, Benachi & Co.	190	bales	cotton
1905-03-01	Barcelona				Birch & Co.	70	bales	cotton
1905-03-01	Barcelona				Peel & Co.	32	bales	cotton
1905-03-01	Barcelona				G. Riecken	25	bales	cotton
1905-03-01	Barcelona				E. Mallison & Co.	8	bales	cotton
1905-03-01	Barcelona				E. Mallison & Co.	1,682	bales	cotton
1905-03-01	Barcelona				G. Brach & Co.	5	sacs	gomme arabique
1905-03-01	Barcelona				M. L. Carasso	20	sacs	gomme arabique
1905-03-01	Barcelona				B. Nathan & Co.	10	sacs	gomme arabique
1905-03-01	Barcelona				Griva Bros.	76	sacs	gomme arabique
1905-03-01	Barcelona				Various	6		colis divers
1905-03-01	Marseilles				Behrend & Co.	355	tons	beans
1905-03-01	Marseilles				Behrend & Co.	12	ballots	empty sacks
1905-08-18	Marseilles				Anglo-Egyptian Bank Ltd.	145	bales	wool
1905-08-18	Marseilles				Bank of Egypt Ltd.	50	bales	wool
1905-08-18	Marseilles				J. & A. Abouchanab	2,125	bags	oil cake
1905-08-18	Marseilles				Carver Bros. & Co. Ltd.	8	bales	wool
1905-08-18	Marseilles				Holz & Co.	129	bales	wool
1905-08-18	Marseilles				Anglo-Egyptian Bank Ltd.	100	tons	cotton seed
1905-08-18							bales	wool
1905-08-18	Marseilles				Kraft & Nagiar	55	bales	senna
1905-08-18	Marseilles				B. Nathan & Co.	40	bags	gum
1905-08-18	Marseilles				Various	35	packages	sundries
1905-08-18	Tripoli				El Fahfah	20	packages	curcuma
1905-08-18	Bengasi				El Fahfah	6	bales	manufactures
1905-08-18	Bengasi				Sucreries & Raff. d'Egypte	100	sacs	sugar
1905-08-18	Naples				P. Rolin	11	packages	vieux cuivre
1905-08-18	Naples				I. Mafalda	110	bailey	paper
1905-08-18	Naples				Behrend & Co.	200	sacs	sugar
1905-08-18	DESTINATIONS DIVERSES				Various	30		colis divers
1905-08-18	Marseilles	Sénégal	French	Aug 11, 1905	M. Chafchak	13	sacs	drugs
1905-08-18	Marseilles	Sénégal	French	Aug 11, 1905	P. M. Statira	12	bales	skins
1905-08-18	Marseilles	Sénégal	French	Aug 11, 1905	G. Brach	14	bales	wax
1905-08-18	Marseilles	Sénégal	French	Aug 11, 1905	C. B. Roeper.	11	sacs	gum
1905-08-18	Marseilles	Sénégal	French	Aug 11, 1905	A. Prick	11	barrels	poisson frais
1905-08-18	Marseilles	Sénégal	French	Aug 11, 1905	A. Dreher	329		empty barrels
1905-08-18	Marseilles	Sénégal	French	Aug 11, 1905	Various	47		colis divers
1905-08-18	Syria	Phanny	Greek	Aug 12, 1905	Various	212		colis divers
1905-03-10	Hull	Clio	Italian	Feb 25, 1905	Barker & Co.	599	tons	cotton seed
1905-03-10	Hull	Clio	Italian	Feb 25, 1905	Carver Bros. & Co. Ltd.	800		
1905-03-10	Hull	Clio	Italian	Feb 25, 1905	G. L. Sursock	612		
1905-03-10	Hull	Clio	Italian	Feb 25, 1905	Barker & Co.	2002	quarters	beans
